0	0
0	18107
0	18326
0	18552
0	18837
0	18977
0	19000
0	19011
0	19033
0	19067
0	19076
0	19101
0	19121
1	1
1	19033
1	19067
1	19076
1	19101
1	19121
2	2
2	19033
2	19043
2	19067
2	19076
2	19101
2	19121
3	3
3	19049
3	19056
4	4
4	19033
5	5
5	19033
5	19067
5	19074
5	19076
6	6
6	19033
6	19067
7	7
7	18683
7	18956
7	18981
7	19050
7	19065
7	19095
8	8
8	19033
8	19067
8	19076
8	19102
9	9
9	19033
9	19067
9	19076
9	19101
9	19121
10	10
10	19033
11	11
11	19033
12	12
12	19033
13	13
13	19033
13	19067
13	19076
14	14
14	19033
14	19067
14	19076
14	19086
14	19101
15	15
15	19033
15	19050
15	19067
15	19084
15	19085
15	19086
15	19087
15	19089
15	19104
16	16
16	18016
16	18890
16	19004
16	19033
16	19050
16	19074
16	19084
16	19086
17	17
17	19033
17	19044
17	19050
17	19067
17	19078
18	18
18	19050
18	19065
18	19070
18	19122
19	19
19	19033
19	19057
19	19067
19	19076
19	19084
19	19094
20	20
20	17076
20	18163
20	19031
20	19050
20	19065
20	19077
20	19082
21	21
21	19033
22	22
22	19033
22	19050
22	19067
22	19070
22	19076
22	19092
22	19101
22	19116
23	23
23	19031
23	19044
24	24
24	19033
24	19050
24	19067
24	19070
24	19083
24	19085
24	19087
24	19105
25	25
25	19033
25	19050
25	19065
25	19067
25	19076
25	19078
25	19090
25	19101
25	19108
26	26
26	19033
26	19044
26	19084
26	19088
26	19091
26	19103
27	27
27	19033
27	19067
27	19074
27	19076
27	19102
28	28
28	19031
28	19042
28	19050
29	29
29	19033
29	19067
30	30
30	19033
30	19067
30	19076
30	19101
30	19121
31	31
31	19033
31	19039
31	19043
31	19067
31	19074
31	19076
31	19084
31	19101
31	19102
32	32
32	19033
32	19067
32	19076
33	33
33	19033
34	34
34	19033
34	19043
34	19067
35	35
35	19033
35	19067
35	19074
35	19076
35	19101
35	19102
36	36
36	19033
36	19067
36	19074
36	19076
36	19079
36	19101
36	19102
37	37
37	19033
37	19067
37	19074
37	19076
37	19101
37	19102
38	38
38	19033
38	19067
39	39
39	19033
39	19067
39	19074
39	19076
39	19101
40	40
40	19033
40	19043
40	19067
40	19074
40	19076
40	19084
40	19101
40	19102
41	41
41	19033
41	19067
41	19074
41	19076
41	19101
41	19102
42	42
42	19033
42	19067
42	19074
42	19076
42	19101
43	43
43	19033
43	19050
43	19067
43	19074
43	19076
43	19084
43	19086
43	19101
44	44
44	19033
44	19067
44	19076
44	19109
45	45
45	19033
45	19067
45	19076
45	19101
45	19121
46	46
46	19033
46	19067
46	19076
46	19101
46	19121
47	47
47	19033
48	48
48	19033
48	19050
48	19067
48	19076
49	49
49	19044
49	19050
49	19109
50	50
50	19033
50	19067
50	19076
50	19101
51	51
51	19033
51	19067
51	19076
52	52
52	19033
52	19067
52	19074
52	19076
52	19101
53	53
53	19033
53	19067
53	19076
53	19101
54	54
54	19033
54	19067
54	19076
54	19101
54	19121
55	55
55	19033
55	19067
55	19074
55	19076
55	19084
55	19087
55	19101
56	56
56	19033
56	19067
56	19076
56	19101
57	57
57	19033
57	19050
57	19067
57	19074
57	19076
57	19084
57	19086
57	19087
57	19101
58	58
58	19033
58	19067
58	19074
58	19076
58	19084
58	19086
58	19087
58	19101
59	59
59	19033
59	19067
59	19076
59	19101
59	19121
60	60
60	19033
60	19067
61	61
61	19033
61	19067
61	19074
61	19102
62	62
62	19033
62	19050
62	19067
62	19076
62	19101
62	19121
63	63
63	19033
63	19043
63	19067
63	19074
63	19076
63	19102
64	64
64	19033
64	19067
64	19076
64	19086
64	19101
64	19121
65	65
65	19033
65	19067
66	66
66	18109
66	18672
66	19042
66	19050
66	19070
67	67
67	19042
67	19050
67	19065
67	19070
67	19085
67	19089
68	68
68	19042
68	19050
68	19065
68	19070
69	69
69	19050
69	19070
69	19085
69	19089
69	19092
69	19116
70	70
70	19033
70	19067
70	19076
70	19084
70	19101
70	19102
71	71
71	19033
71	19067
71	19074
71	19076
72	72
72	19033
72	19067
72	19074
73	73
73	19033
73	19067
73	19076
73	19101
73	19121
74	74
74	19033
74	19067
74	19076
74	19101
74	19121
75	75
75	19033
75	19067
75	19076
75	19086
75	19102
75	19122
