0	0
0	21848
0	17505
0	21201
0	21427
0	21973
0	22490
0	21871
0	21968
0	20982
0	22041
0	21882
0	21709
0	21939
0	21934
1	1
1	21973
1	22490
1	21968
1	22041
1	21939
1	21934
2	2
2	21973
2	22490
2	21970
2	22041
2	21939
3	3
3	21965
3	22034
3	22465
3	21931
4	4
4	21973
4	21939
5	5
5	21973
5	22046
5	21939
6	6
6	21973
6	22046
6	21939
7	7
7	21972
7	22045
7	22467
7	21557
7	21852
7	21938
7	21827
7	19547
7	18346
8	8
8	21973
8	22046
8	22484
8	21939
9	9
9	21973
9	22490
9	21968
9	22041
9	21939
9	21934
10	10
10	21939
11	11
11	21939
12	12
12	21939
13	13
13	21973
13	22046
13	21939
14	14
14	21973
14	22046
14	21939
15	15
15	21973
15	22046
15	22480
15	21937
16	16
16	21973
16	22046
16	20890
16	21875
16	21762
16	22487
16	21937
17	17
17	21973
17	22046
17	21935
18	18
18	21973
18	22046
18	21972
18	22493
18	21938
19	19
19	21973
19	22046
19	22493
19	21939
20	20
20	21972
20	22043
20	22045
20	22492
20	21903
20	19949
20	21938
20	21038
21	21
21	21973
21	22046
21	21939
22	22
22	21973
22	21972
22	22043
22	22488
22	21937
23	23
23	21972
23	22043
23	21903
23	22042
23	21935
24	24
24	21973
24	22046
24	22493
24	21938
25	25
25	21973
25	22046
25	22490
25	21938
26	26
26	22042
26	22486
26	21938
26	21935
27	27
27	21973
27	22046
27	22484
27	21939
28	28
28	21972
28	22043
28	22488
28	21903
28	21938
29	29
29	21973
29	22046
29	22450
29	21939
30	30
30	21973
30	22490
30	21968
30	22041
30	21939
30	21934
31	31
31	21970
31	22044
31	22318
31	21939
32	32
32	21973
32	22046
32	22484
32	21939
33	33
33	21973
33	21939
34	34
34	21970
34	21939
35	35
35	21973
35	22046
35	22316
35	21939
36	36
36	21973
36	22046
36	22162
36	21939
37	37
37	21973
37	22044
37	22318
37	21939
38	38
38	21973
38	22046
38	21939
39	39
39	21973
39	22046
39	22316
39	21939
40	40
40	21973
40	22046
40	21970
40	22044
40	22318
40	21939
41	41
41	21973
41	22046
41	22316
